Scheme Name	Net Asset Value
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Growth Option	10.8773
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Quarterly IDCW Option	10.8774
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Annual IDCW Option	10.633
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Flexi IDCW Option	10.8142
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Growth Option	10.8145
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Half Yearly IDCW Option	10.8143
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Quarterly IDCW Option	10.8146
	
	
	
	
	
360 ONE LIQUID FUND DIRECT PLAN  GROWTH	1793.3490
360 ONE LIQUID FUND DIRECT PLAN  WEEKLY DIVIDEND	1005.0000
360 ONE LIQUID FUND REGULAR PLAN  GROWTH	1784.4971
360 ONE LIQUID FUND REGULAR PLAN  WEEKLY DIVIDEND	1005.0000
IIFL LIQUID FUND DIRECT PLAN  DAILY DIVIDEND REINVESTMENT	1000.1051
IIFL LIQUID FUND REGULAR PLAN  DAILY DIVIDEND REINVESTMENT	1000.1051
	
	
	
Aditya Birla Sun Life Liquid Fund - Growth	372.3981
Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan	376.0425
Aditya Birla Sun Life Liquid Fund -Daily IDCW	100.195
Aditya Birla Sun Life Liquid Fund -Direct - daily IDCW	100.195
Aditya Birla Sun Life Liquid Fund -DIRECT - IDCW	204.1614
Aditya Birla Sun Life Liquid Fund -Direct - weekly IDCW	100.3026
Aditya Birla Sun Life Liquid Fund -Institutional - IDCW	108.023
Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW	108.2947
Aditya Birla Sun Life Liquid Fund -Regular - IDCW	155.8215
Aditya Birla Sun Life Liquid Fund -Retail - IDCW	163.694
Aditya Birla Sun Life Liquid Fund -weekly IDCW	100.3069
Aditya Birla Sun Life Liquid Fund- Discipline Advantage Plan	250.9381
Aditya Birla Sun Life Liquid Fund-Institutional (Growth)	620.1611
Aditya Birla Sun Life Liquid Fund-Retail (Growth)	604.3237
	
	
	
Axis Liquid Fund - Direct plan - Bonus Option	2215.5705
Axis Liquid Fund - Direct Plan - Daily IDCW	1000.9560
Axis Liquid Fund - Direct Plan - Growth Option	2589.8186
Axis Liquid Fund - Direct Plan - Monthly IDCW	1002.2984
Axis Liquid Fund - Direct Plan - Weekly IDCW	1002.0913
Axis Liquid Fund - Regular Plan - Daily IDCW	1001.3998
Axis Liquid Fund - Regular Plan - Growth Option	2571.5647
Axis Liquid Fund - Regular Plan - Monthly IDCW	1002.8741
Axis Liquid Fund - Regular Plan - Weekly IDCW	1002.0913
Axis Liquid Fund - Retail Plan - Daily IDCW	1000.9559
Axis Liquid Fund - Retail Plan - Growth Option	2375.3291
Axis Liquid Fund - Retail Plan - Monthly IDCW	1002.1813
Axis Liquid Fund - Retail Plan - Weekly IDCW	1000.6828
	
	
	
Bajaj Finserv Liquid Fund - Direct Plan - Daily - IDCW	1016.8478
Bajaj Finserv Liquid Fund - Direct Plan - Fortnightly - IDCW	1016.8478
Bajaj Finserv Liquid Fund - Direct Plan - Growth	1016.8478
Bajaj Finserv Liquid Fund - Direct Plan - Monthly - IDCW	1016.8478
Bajaj Finserv Liquid Fund - Direct Plan - Weekly - IDCW	1016.8478
Bajaj Finserv Liquid Fund - Regular Plan - Daily - IDCW	1016.4177
Bajaj Finserv Liquid Fund - Regular Plan - Fortnightly - IDCW	1016.4177
Bajaj Finserv Liquid Fund - Regular Plan - Growth	1016.4177
Bajaj Finserv Liquid Fund - Regular Plan - Monthly - IDCW	1016.4177
Bajaj Finserv Liquid Fund - Regular Plan - Weekly - IDCW	1016.4177
	
	
	
BANDHAN LIQUID FUND - Inst Plan B - Periodic Div	0
BANDHAN LIQUID Fund - Regular Plan - Daily IDCW	1001.0846
BANDHAN LIQUID Fund - Regular Plan - Growth	2794.6660
BANDHAN LIQUID Fund - Regular Plan - Monthly IDCW	1001.5482
BANDHAN LIQUID Fund - Regular Plan - Periodic IDCW	1206.5843
BANDHAN LIQUID Fund - Regular Plan - Weekly IDCW	1001.8400
BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years	1.4996
BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years	1.0000
BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years	1.4996
BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years	1.0000
BANDHAN LIQUID Fund -Direct Plan -Monthly IDCW	1008.2908
BANDHAN LIQUID Fund -Direct Plan -Weekly IDCW	1007.7305
BANDHAN LIQUID Fund -Direct Plan-Daily IDCW	1001.6663
BANDHAN LIQUID Fund -Direct Plan-Growth	2815.3730
BANDHAN LIQUID Fund -Direct Plan-Periodic IDCW	1134.2684
	
	
	
BANK OF INDIA Liquid Fund  Unclaimed Dividend greater than  3 years	1000.0000
BANK OF INDIA Liquid Fund  Unclaimed Dividend Upto 3 years	1226.9964
BANK OF INDIA Liquid Fund  Unclaimed Redemption greater than  3 years	1000.0000
BANK OF INDIA Liquid Fund  Unclaimed Redemption Upto 3 years	1226.8682
BANK OF INDIA Liquid Fund- Direct Plan- Daily IDCW	1002.6483
BANK OF INDIA Liquid Fund- Direct Plan- Growth	2683.1487
BANK OF INDIA Liquid Fund- Direct Plan- Weekly IDCW	1061.5519
BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW	1002.1069
BANK OF INDIA Liquid Fund- Regular Plan- Growth	2658.3016
BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW	1001.3124
	
	
	
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION	1002.0849
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION	2687.9195
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION	1218.4861
Baroda BNP Paribas Liquid Fund - Plan C	1422.9738
Baroda BNP Paribas Liquid Fund - Regular - Weekly IDCW Option	0.0000
Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION	1001.1996
Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION	2660.3195
Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION	1000.0853
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW ABOVE 3 YRS	1000
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW UPTO 3YRS	1391.4327
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION ABOVE 3 YRS	1000
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION UPTO 3YRS	1387.3652
Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option	3916.4726
Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option	3231.5242
Baroda BNP Paribas LIQUID FUND-Defunct Plan-Daily IDCW Option	1006.0602
	
	
	
CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	1005.5000
CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION	2792.7132
CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	1998.7620
CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	1001.2256
CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)	1001.2257
CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	1005.5000
CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION	2780.7615
CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	1001.2125
CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)	1001.2127
Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option	1521.9624
	
	
	
DSP Liquidity Fund - Direct Plan - Growth	3331.0133
DSP Liquidity Fund - Direct Plan - IDCW - Daily	1000.9329
DSP Liquidity Fund - Direct Plan - IDCW - Weekly	1001.9755
DSP Liquidity Fund - Regular Plan - Growth	3299.0382
DSP Liquidity Fund - Regular Plan - IDCW - Weekly	1001.9591
DSP Liquidity Fund- Regular Plan - IDCW - Daily	1000.9329
	
	
	
Edelweiss Liquid Fund - Direct Plan - Bonus Option	1750.358
Edelweiss Liquid Fund - Direct Plan - Growth Option	3008.6138
Edelweiss Liquid Fund - Direct Plan - IDCW Option	3008.6179
Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option	3008.5933
Edelweiss Liquid Fund - Direct Plan daily - IDCW Option	1031.0535
Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option	2377.8284
Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option	1005.8384
Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option	2172.8374
Edelweiss Liquid Fund - Regular Plan - Bonus Option	1721.9698
Edelweiss Liquid Fund - Regular Plan - Growth Option	2956.3895
Edelweiss Liquid Fund - Regular Plan - IDCW Option	2956.3911
Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option	2045.5684
Edelweiss Liquid Fund - Regular Plan Daily - IDCW Option	1094.6653
Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option	2154.8129
Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option	1058.0032
Edelweiss Liquid Fund - Regular Plan Weekly - IDCW Option	1109.5367
Edelweiss Liquid Fund - Retail Plan - Growth Option	2688.6138
Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option	1230.9637
Edelweiss Liquid Fund - Retail Plan Daily - IDCW Option	1056.2834
Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option	1245.4522
	
	
	
Franklin India Liquid Fund - Regular Plan - Daily - IDCW	1509.3204
Franklin India Liquid Fund - Regular Plan - Growth	5289.7541
Franklin India Liquid Fund - Regular Plan - Weekly - IDCW	1244.5302
Franklin India Liquid Fund - Super Instittutional - Direct - Growth	3500.8712
Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW	1000.0000
Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW	1001.6033
Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW	1021.6011
Franklin India Liquid Fund - Super Institutional Plan - Growth	3476.3267
Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW	1022.5771
Franklin India Liquid Fund - Unclaimed IDCW Investor Education Plan - Growth	10.0000
Franklin India Liquid Fund - Unclaimed IDCW Plan - Growth	14.7766
Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth	10.0000
Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth	14.7766
Franklin India Liquid Fund - Institution-Growth	0.0000
Franklin India Liquid Fund - Institutional Plan - Daily - IDCW	1000.0000
Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW	1054.9242
	
	
	
Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option	2257.7489
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment)	1001.06
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Regular Plan - Growth Option	2234.4219
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1002.1644
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1029.3614
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1000.5364
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Reinvestment)	1001.1451
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1000.8672
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1001.6073
Groww Liquid Fund (formerly known as Indiabulls Liquid) Fund- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1002.0681
	
	
	
HDFC Liquid Fund - Growth Option - Direct Plan	4579.2413
HDFC Liquid Fund - Growth Plan	4536.3321
HDFC Liquid Fund - IDCW Daily	1019.82
HDFC Liquid Fund - IDCW Daily - Direct Plan	1019.82
HDFC Liquid Fund - IDCW Monthly	1027.9227
HDFC Liquid Fund - IDCW Monthly - Direct Plan	1027.945
HDFC Liquid Fund - IDCW Plan Weekly	1032.6591
HDFC Liquid Fund - IDCW Weekly - Direct Plan	1032.6824
HDFC Liquid Fund-Premium Plan - Dividend-Weekly	10
HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly	10
HDFC Liquid Fund-PREMIUM PLUS- Growth	10.0000
	
	
	
HSBC Liquid Fund -  Growth Direct	2321.8348
HSBC Liquid Fund - Direct Daily IDCW	1001.0033
HSBC Liquid Fund - Direct Monthly IDCW	1039.5442
HSBC Liquid Fund - Direct Weekly IDCW	1195.1444
HSBC Liquid Fund - Growth	3324.7372
HSBC Liquid Fund - IDCW	1019.3000
HSBC Liquid Fund - Institutional Daily IDCW	1562.8262
HSBC Liquid Fund - Regular Daily IDCW	1001.3789
HSBC Liquid Fund - Regular Growth	2304.3583
HSBC Liquid Fund - Regular Monthly IDCW	1003.8811
HSBC Liquid Fund - Regular Weekly IDCW	1107.4561
HSBC Liquid Fund - Weekly IDCW	1000.7704
	
	
	
ICICI Prudential Liquid Fund -Quarterly IDCW	101.4288
ICICI Prudential Liquid Institutional Plus Fund - Div - Daily	118.5152
ICICI Prudential Liquid Fund - Bonus	121.0704
ICICI Prudential Liquid Fund - Daily IDCW	100.1482
ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW	103.9850
ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW	106.7325
ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others	159.9847
ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW	100.1082
ICICI Prudential Liquid Fund - Direct Plan - Growth	344.9450
ICICI Prudential Liquid Fund - Direct Plan - Monthly IDCW	100.4287
ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW	102.2043
ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW	100.2031
ICICI Prudential Liquid Fund - Direct Plan Bonus	149.1904
ICICI Prudential Liquid Fund - Growth	342.1682
ICICI Prudential Liquid Fund - Half Yearly IDCW	105.6475
ICICI Prudential Liquid Fund - IDCW Others	159.0219
ICICI Prudential Liquid Fund - Institutional Option - I	275.6151
ICICI Prudential Liquid Fund - Unclaimed IDCW	137.2884
ICICI Prudential Liquid Fund - Unclaimed IDCW Investor Education	100.0000
ICICI Prudential Liquid Fund - Unclaimed Redemption	137.2884
ICICI Prudential Liquid Fund - Unclaimed Redemption Investor Education	100.0000
ICICI Prudential Liquid Fund - Weekly IDCW	100.1777
ICICI Prudential Liquid Fund -Monthly IDCW	100.3202
ICICI Prudential Liquid Fund-Annual IDCW	103.8506
ICICI Prudential Liquid Fund - Institutional - Daily - Div	118.5022
ICICI Prudential Liquid Fund - Institutional - Weekly - Div	118.6133
ICICI Prudential Liquid Fund Retail Daily Dividend	118.5142
ICICI Prudential Liquid Fund Retail Growth	450.7797
ICICI Prudential Liquid Fund Retail Monthly Dividend	100.5372
ICICI Prudential Liquid Fund Retail Weekly Dividend	118.9171
ICICI Prudential Liquid Institutional Fund - Growth	462.33
	
	
	
Invesco India Liquid Fund - Bonus Option	3180.6898
Invesco India Liquid Fund - Daily IDCW (Reinvestment)	1002.7594
Invesco India Liquid Fund - Direct Plan - Growth	3199.3722
Invesco India Liquid Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1082.9404
Invesco India Liquid Fund - Direct Plan - Weekly IDCW (Reinvestment)	1100.0919
Invesco India Liquid Fund - Direct Plan- Daily IDCW (Reinvestment)	1000.9596
Invesco India Liquid Fund - Growth	3175.8283
Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment)	1003.7167
Invesco India Liquid Fund - Regular - Growth	2838.3469
Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment)	1002.2842
Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years	1000
Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years	1516.2218
Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years	1000
Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years	1516.1739
Invesco India Liquid Fund - Weekly IDCW (Reinvestment)	1015.2763
	
	
	
ITI Liquid Fund - Direct Plan - Annually IDCW Option	1218.3982
ITI Liquid Fund - Direct Plan - Daily IDCW Option	1001.0000
ITI Liquid Fund - Direct Plan - Fortnightly IDCW Option	1001.1646
ITI Liquid Fund - Direct Plan - Growth Option	1217.3997
ITI Liquid Fund - Direct Plan - Monthly IDCW Option	1002.3569
ITI Liquid Fund - Direct Plan - Weekly IDCW Option	1002.3601
ITI Liquid Fund - Regular Plan - Annually IDCW Option	1214.7835
ITI Liquid Fund - Regular Plan - Daily IDCW Option	1001.0000
ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option	1002.3257
ITI Liquid Fund - Regular Plan - Growth Option	1210.4659
ITI Liquid Fund - Regular Plan - Monthly IDCW Option	1002.3221
ITI Liquid Fund - Regular Plan - Weekly IDCW Option	1002.3279
	
	
	
JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units	20.4922
JM Liquid Fund (Direct) - Daily IDCW	10.4302
JM Liquid Fund (Direct) - Growth Option	63.7214
JM Liquid Fund (Direct) - Quarterly IDCW	36.1772
JM Liquid Fund (Direct) - Weekly IDCW	11.0060
JM Liquid Fund (Regular) - Quarterly IDCW	35.7472
JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option	36.3052
JM Liquid Fund (Regular) - Weekly IDCW	11.0035
JM Liquid Fund - Growth Option	63.1567
JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan	41.4437
JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan	41.4437
JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan	41.4437
JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan	57.8229
JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan	41.4437
JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan	57.8230
JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan	41.4437
JM Liquid Fund (Regular) - Bonus Option - Principal Units	20.2230
JM Liquid Fund (Regular) - Daily IDCW	10.4302
	
	
	
Kotak Liquid - Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct	1222.81
Kotak Liquid - Growth - Direct	4709.2965
Kotak Liquid Regular Plan Daily Reinvestment of Income Distribution cum capital withdrawal option	1222.81
Kotak Liquid Regular Plan Growth	4674.2933
Kotak Liquid Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend	1000.476
Kotak Liquid-Institutional Plan  (Growth)	3046.6062
Kotak Liquid-Institutional Plan (Weekly Dividend)	1011.079
Kotak Liquid-Regular (Dividend)	1002.9403
Kotak Liquid-Regular (Growth)	2893.5255
	
	
	
LIC MF Liquid Fund-Direct Plan-Daily IDCW	1015.0987
LIC MF Liquid Fund-Direct Plan-Growth	4232.1185
LIC MF Liquid Fund-Direct Plan-Monthly IDCW	1027.3422
LIC MF Liquid Fund-Direct Plan-Weekly IDCW	1015.8998
LIC MF Liquid Fund-Regular Plan-Daily IDCW	1000.1751
LIC MF Liquid Fund-Regular Plan-Growth	4178.9752
LIC MF Liquid Fund-Regular Plan-Monthly IDCW	1012.4082
LIC MF Liquid Fund-Regular Plan-Weekly IDCW	1001.3637
	
	
	
Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW	1067.9351
Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW	1003.9110
Mahindra Manulife Liquid Fund - Direct Plan -Growth	1517.1319
Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW	1000.4699
Mahindra Manulife Liquid Fund - Regular Plan - Growth	1503.9497
Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW	1010.3286
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years	1000.0000
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years	1218.6343
	
	
	
Mirae Asset Cash Management Fund - Direct Plan - Growth	2461.2212
Mirae Asset Cash Management Fund - Growth	2423.8657
Mirae Asset Cash Management Fund Direct  Daily IDCW	1075.8332
Mirae Asset Cash Management Fund Direct Monthly IDCW	1136.4713
Mirae Asset Cash Management Fund Direct Weekly IDCW	1217.7094
Mirae Asset Cash Management Fund Regular Monthly IDCW	1154.1831
Mirae Asset Cash Management Fund Regular Weekly IDCW	1153.9588
Mirae Asset Cash Management Fund RegularDaily IDCW 	1066.4347
	
	
	
Motilal Oswal Liquid Fund - Direct Growth	12.4001
Motilal Oswal Liquid Fund - Regular Growth	12.3112
Motilal Oswal Liquid Fund - Unclaimed Dividend - Greater than 3 years	10.0000
Motilal Oswal Liquid Fund - Unclaimed Dividend- Upto 3 years	12.0511
Motilal Oswal Liquid Fund - Unclaimed Redemption - Greater than 3 years	10.0000
Motilal Oswal Liquid Fund - Unclaimed Redemption - Upto 3 years	11.8294
Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment	10.0109
Motilal Oswal Liquid Fund Direct - IDCW Fortnightly Reinvestment	10.0246
